Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education_Updated,EducationField,EnvironmentSatisfaction_Updated,Gender,HourlyRate,JobInvolvement_Updated,JobLevel_Updated,JobRole,JobSatisfaction_Updated,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction_Updated,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance_Updated,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,46-55,0,Travel_Frequently,1064,Research & Development,2,Very Less Educated,Life Sciences,Medium,Male,42,High,Very High,Research Director,Very High,Married,19161,3,0,15,3,Very High,0,28,3,High,5,4,4,3
49,46-55,0,Travel_Frequently,1023,Sales,2,Moderately Educated,Medical,Very High,Male,63,Medium,Low,Sales Executive,Medium,Married,5390,2,0,14,3,Very High,0,17,3,Medium,9,6,0,8
49,46-55,0,Travel_Frequently,1023,Sales,2,Moderately Educated,Medical,Very High,Male,63,Medium,Low,Sales Executive,Medium,Married,5390,2,0,14,3,Very High,0,17,3,Medium,9,6,0,8
50,46-55,1,Travel_Rarely,869,Sales,3,Less Educated,Marketing,Low,Male,86,Medium,Very Low,Sales Representative,High,Married,2683,1,1,14,3,High,0,3,2,High,3,2,0,2
50,46-55,0,Travel_Rarely,989,Research & Development,7,Less Educated,Medical,Medium,Female,43,Medium,Very High,Research Director,High,Divorced,18740,5,1,12,3,Very High,1,29,2,Medium,27,3,13,8
50,46-55,0,Travel_Frequently,1115,Research & Development,1,Moderately Educated,Life Sciences,Low,Female,73,High,Very High,Research Director,Medium,Married,18172,3,1,19,3,Low,0,28,1,Medium,8,3,0,7
50,46-55,0,Travel_Frequently,809,Sales,12,Moderately Educated,Marketing,High,Female,77,High,Medium,Sales Executive,Very High,Single,9208,4,0,11,3,Very High,0,16,3,High,2,2,2,1
50,46-55,0,Travel_Rarely,1452,Research & Development,11,Moderately Educated,Life Sciences,High,Female,53,High,Very High,Manager,Medium,Single,19926,3,0,15,3,Medium,0,21,5,High,5,4,4,4
50,46-55,0,Travel_Rarely,328,Research & Development,1,Moderately Educated,Medical,High,Male,86,Medium,Very Low,Laboratory Technician,High,Married,3690,2,0,15,3,Very High,1,5,2,Medium,3,2,0,2
50,46-55,0,Travel_Rarely,854,Sales,1,Highly Educated,Medical,Very High,Female,68,High,Very High,Manager,Very High,Divorced,19517,3,0,11,3,High,1,32,3,Medium,7,0,0,6
50,46-55,0,Travel_Rarely,797,Research & Development,4,Very Less Educated,Life Sciences,Low,Male,96,High,Very High,Research Director,Medium,Divorced,19144,3,0,14,3,Low,2,28,4,Medium,10,4,1,6
50,46-55,0,Travel_Rarely,1046,Research & Development,10,Moderately Educated,Technical Degree,Very High,Male,100,Medium,Medium,Healthcare Representative,Very High,Single,10496,6,0,15,3,Very High,0,20,2,High,4,3,1,3
50,46-55,0,Travel_Rarely,1099,Research & Development,29,Highly Educated,Life Sciences,Medium,Male,88,Medium,High,Manager,High,Married,17046,0,0,15,3,Medium,1,28,2,High,27,10,15,7
50,46-55,0,Travel_Frequently,1246,Human Resources,3,Moderately Educated,Medical,Low,Male,99,High,Very High,Manager,Medium,Married,18200,1,0,11,3,High,1,32,2,High,32,5,10,7
50,46-55,0,Travel_Rarely,1207,Research & Development,28,Very Less Educated,Medical,Very High,Male,74,Very High,Very Low,Laboratory Technician,High,Married,3221,1,1,11,3,High,3,20,3,High,20,8,3,8
50,46-55,1,Travel_Frequently,562,Sales,8,Less Educated,Technical Degree,Medium,Male,50,High,Low,Sales Executive,High,Married,6796,3,1,14,3,Low,1,18,4,High,4,3,1,3
50,46-55,0,Travel_Rarely,316,Sales,8,Highly Educated,Marketing,Very High,Male,54,High,Very Low,Sales Representative,Medium,Married,3875,7,0,15,3,Very High,1,4,2,High,2,2,2,2
50,46-55,0,Travel_Rarely,691,Research & Development,2,Moderately Educated,Medical,High,Male,64,High,High,Research Director,High,Married,17639,5,0,16,3,Very High,0,30,3,High,4,3,0,3
50,46-55,0,Non-Travel,881,Research & Development,2,Highly Educated,Life Sciences,Low,Male,98,High,High,Manager,Low,Divorced,17924,1,0,11,3,Very High,1,31,3,High,31,6,14,7
50,46-55,0,Travel_Rarely,1126,Research & Development,1,Less Educated,Medical,Very High,Male,66,High,High,Research Director,Very High,Divorced,17399,9,0,22,4,High,1,32,1,Medium,5,4,1,3
50,46-55,0,Travel_Rarely,939,Research & Development,24,Moderately Educated,Life Sciences,Very High,Male,95,High,High,Manufacturing Director,High,Married,13973,3,1,18,3,Very High,1,22,2,High,12,11,1,5
50,46-55,0,Travel_Rarely,804,Research & Development,9,Moderately Educated,Life Sciences,Low,Male,64,High,Very Low,Laboratory Technician,Very High,Married,2380,4,0,18,3,Medium,0,8,5,High,1,0,0,0
50,46-55,0,Non-Travel,145,Sales,1,Moderately Educated,Life Sciences,Very High,Female,95,High,Low,Sales Executive,High,Married,6347,0,0,12,3,Low,1,19,3,High,18,7,0,13
50,46-55,0,Travel_Rarely,1464,Research & Development,2,Highly Educated,Medical,Medium,Male,62,High,Very High,Research Director,High,Married,19237,2,1,11,3,Very High,1,29,2,Medium,8,1,7,7
50,46-55,1,Travel_Frequently,959,Sales,1,Highly Educated,Other,Very High,Male,81,High,Low,Sales Executive,High,Single,4728,3,1,14,3,Very High,0,5,4,High,0,0,0,0
50,46-55,0,Travel_Frequently,1421,Research & Development,2,Moderately Educated,Medical,Very High,Female,30,High,High,Manager,Low,Married,17856,2,0,22,4,High,1,32,3,High,2,2,2,2
50,46-55,0,Travel_Rarely,1322,Research & Development,28,Moderately Educated,Life Sciences,Very High,Female,43,High,High,Research Director,Low,Married,16880,4,1,11,3,Medium,0,25,2,High,3,2,1,2
50,46-55,0,Travel_Frequently,333,Research & Development,22,Very Highly Educated,Medical,High,Male,88,Low,High,Research Director,Very High,Single,14411,1,1,13,3,Very High,0,32,2,High,32,6,13,9
50,46-55,0,Travel_Rarely,264,Sales,9,Moderately Educated,Marketing,High,Male,59,High,Very High,Manager,High,Married,19331,4,1,16,3,High,1,27,2,High,1,0,0,0
50,46-55,0,Travel_Frequently,1234,Research & Development,20,Very Highly Educated,Medical,Medium,Male,41,High,High,Healthcare Representative,High,Married,11245,2,1,15,3,High,1,32,3,High,30,8,12,13
50,46-55,0,Travel_Rarely,813,Research & Development,17,Very Highly Educated,Life Sciences,Very High,Female,50,Medium,Medium,Research Director,Low,Divorced,13269,5,0,15,3,High,3,19,3,High,14,11,1,11
50,46-55,1,Travel_Frequently,878,Sales,1,Highly Educated,Life Sciences,Medium,Male,94,High,Low,Sales Executive,High,Divorced,6728,7,0,12,3,Very High,2,12,3,High,6,3,0,1
50,46-55,1,Travel_Rarely,410,Sales,28,Moderately Educated,Marketing,Very High,Male,39,Medium,Medium,Sales Executive,Low,Divorced,10854,4,1,13,3,Medium,1,20,3,High,3,2,2,0
50,46-55,1,Travel_Rarely,410,Sales,28,Moderately Educated,Marketing,Very High,Male,39,Medium,Medium,Sales Executive,Low,Divorced,10854,4,1,13,3,Medium,1,20,3,High,3,2,2,0
51,46-55,0,Travel_Rarely,432,Research & Development,9,Highly Educated,Life Sciences,Very High,Male,96,High,Very Low,Laboratory Technician,Very High,Married,2075,3,0,23,4,Medium,2,10,4,High,4,2,0,3
51,46-55,0,Travel_Rarely,632,Sales,21,Highly Educated,Marketing,High,Male,71,High,Low,Sales Executive,Very High,Single,5441,0,1,22,4,Very High,0,11,2,Low,10,7,1,0
51,46-55,0,Travel_Frequently,1456,Research & Development,1,Highly Educated,Medical,Low,Female,30,Medium,Medium,Healthcare Representative,Low,Single,7484,3,0,20,4,High,0,23,1,Medium,13,12,12,8
51,46-55,0,Travel_Rarely,684,Research & Development,6,Moderately Educated,Life Sciences,Low,Male,51,High,Very High,Research Director,High,Single,19537,7,0,13,3,High,0,23,5,High,20,18,15,15
51,46-55,1,Travel_Frequently,1150,Research & Development,8,Highly Educated,Life Sciences,Low,Male,53,Low,Medium,Manufacturing Director,Very High,Single,10650,2,0,15,3,Very High,0,18,2,High,4,2,0,3
51,46-55,0,Travel_Rarely,1169,Research & Development,7,Highly Educated,Medical,Medium,Male,34,Medium,Low,Manufacturing Director,High,Married,6132,2,0,17,3,High,0,10,2,High,1,0,0,0
51,46-55,0,Travel_Rarely,313,Research & Development,3,Moderately Educated,Medical,Very High,Female,98,High,High,Healthcare Representative,Medium,Single,13734,3,0,18,3,High,0,21,6,High,7,7,1,0
51,46-55,0,Travel_Rarely,1469,Research & Development,8,Highly Educated,Life Sciences,Medium,Male,81,Medium,Medium,Research Director,Medium,Married,12490,5,0,16,3,Very High,2,16,5,Low,10,9,4,7
51,46-55,0,Travel_Rarely,833,Research & Development,1,Moderately Educated,Life Sciences,High,Male,96,High,Very Low,Research Scientist,Very High,Married,2723,1,0,11,3,Medium,0,1,0,Medium,1,0,0,3
51,46-55,0,Travel_Rarely,1302,Research & Development,2,Moderately Educated,Medical,Very High,Male,84,Low,Low,Manufacturing Director,Medium,Divorced,5482,5,0,18,3,Very High,1,13,3,High,4,1,1,2
51,46-55,0,Travel_Rarely,1178,Sales,14,Less Educated,Life Sciences,High,Female,87,High,Low,Sales Executive,Very High,Married,4936,4,0,11,3,High,1,18,2,Medium,7,7,0,7
51,46-55,0,Travel_Rarely,1318,Sales,26,Highly Educated,Marketing,Low,Female,66,High,High,Manager,High,Married,16307,2,0,14,3,High,1,29,2,Medium,20,6,4,17
51,46-55,1,Travel_Rarely,1323,Research & Development,4,Highly Educated,Life Sciences,Low,Male,34,High,Very Low,Research Scientist,High,Married,2461,9,1,12,3,High,3,18,2,Very High,10,0,2,7
51,46-55,0,Travel_Frequently,237,Sales,9,Moderately Educated,Life Sciences,Very High,Male,83,High,Very High,Manager,Medium,Divorced,19847,4,1,24,4,Low,1,31,5,Medium,29,10,11,10
51,46-55,0,Travel_Frequently,968,Research & Development,6,Less Educated,Medical,Medium,Female,40,Medium,Very Low,Laboratory Technician,High,Single,2838,0,0,14,3,Medium,0,8,6,Medium,7,0,7,7
51,46-55,0,Travel_Rarely,770,Human Resources,5,Moderately Educated,Life Sciences,High,Male,84,High,High,Manager,Medium,Divorced,14026,1,1,11,3,Medium,1,33,2,High,33,9,0,10
51,46-55,0,Travel_Rarely,1405,Research & Development,11,Less Educated,Technical Degree,Very High,Female,82,Medium,High,Manufacturing Director,Medium,Single,13142,3,0,16,3,Medium,0,29,1,Medium,5,2,0,3
51,46-55,0,Travel_Frequently,541,Sales,2,Moderately Educated,Marketing,Medium,Male,52,High,Medium,Sales Executive,Medium,Married,10596,2,0,11,3,Medium,0,14,5,High,4,2,3,2
51,46-55,0,Travel_Rarely,942,Research & Development,3,Moderately Educated,Technical Degree,Low,Female,53,High,Medium,Manager,High,Married,13116,2,0,11,3,Very High,0,15,2,High,2,2,2,2
52,46-55,0,Travel_Rarely,699,Research & Development,1,Highly Educated,Life Sciences,High,Male,65,Medium,Very High,Manager,High,Married,19999,0,0,14,3,Low,1,34,5,High,33,18,11,9
52,46-55,0,Travel_Rarely,1323,Research & Development,2,Moderately Educated,Life Sciences,High,Female,89,Medium,Very Low,Laboratory Technician,Very High,Single,3212,7,0,15,3,Medium,0,6,3,Medium,2,2,2,2
52,46-55,0,Non-Travel,771,Sales,2,Highly Educated,Life Sciences,Low,Male,79,Medium,Very High,Manager,High,Single,19068,1,1,18,3,Very High,0,33,2,Very High,33,7,15,12
52,46-55,1,Travel_Rarely,723,Research & Development,8,Highly Educated,Medical,High,Male,85,Medium,Low,Research Scientist,Medium,Married,4941,2,0,15,3,Low,0,11,3,Medium,8,2,7,7
52,46-55,0,Travel_Rarely,319,Research & Development,3,Moderately Educated,Medical,Very High,Male,39,Medium,Medium,Manufacturing Director,High,Married,7969,2,1,14,3,High,0,28,4,High,5,4,0,3
52,46-55,0,Travel_Rarely,1490,Research & Development,4,Less Educated,Life Sciences,Very High,Female,30,High,High,Manager,Very High,Married,16555,2,0,13,3,Very High,0,31,2,Low,5,2,1,4
52,46-55,0,Travel_Rarely,956,Research & Development,6,Less Educated,Technical Degree,Very High,Male,78,High,Low,Research Scientist,Low,Divorced,5577,3,1,12,3,Medium,2,18,3,High,10,9,6,9
52,46-55,0,Travel_Rarely,621,Sales,3,Highly Educated,Marketing,High,Male,31,Medium,High,Manager,Low,Married,16856,1,0,11,3,Low,0,34,3,Very High,34,6,1,16
52,46-55,0,Non-Travel,715,Research & Development,19,Highly Educated,Medical,Very High,Male,41,High,Very Low,Research Scientist,Very High,Married,4258,0,0,18,3,Low,1,5,3,High,4,3,1,2
52,46-55,0,Travel_Rarely,1325,Research & Development,11,Highly Educated,Life Sciences,Very High,Female,82,High,Low,Laboratory Technician,High,Married,3149,8,0,20,4,Medium,1,9,3,High,5,2,1,4
52,46-55,0,Travel_Frequently,890,Research & Development,25,Highly Educated,Medical,High,Female,81,Medium,High,Manufacturing Director,Very High,Married,13826,3,0,22,4,High,0,31,3,High,9,8,0,0
52,46-55,0,Travel_Rarely,1053,Research & Development,1,Less Educated,Life Sciences,Very High,Male,70,High,High,Manager,Very High,Married,17099,2,0,15,3,Medium,1,26,2,Medium,9,8,7,8
52,46-55,1,Travel_Rarely,266,Sales,2,Very Less Educated,Marketing,Low,Female,57,Low,Very High,Manager,Very High,Married,19845,1,0,15,3,Very High,1,33,3,High,32,14,6,9
52,46-55,0,Travel_Rarely,994,Research & Development,7,Highly Educated,Life Sciences,Medium,Male,87,High,Medium,Healthcare Representative,Medium,Single,10445,7,0,19,3,Very High,0,18,4,High,8,6,4,0
52,46-55,1,Travel_Rarely,1030,Sales,5,Moderately Educated,Life Sciences,Medium,Male,64,High,Medium,Sales Executive,Medium,Single,8446,9,1,19,3,High,0,10,2,Medium,8,7,7,7
52,46-55,0,Travel_Frequently,322,Research & Development,28,Less Educated,Medical,Very High,Female,59,Very High,High,Manufacturing Director,High,Married,13247,2,1,11,3,Medium,1,24,3,Medium,5,3,0,2
52,46-55,0,Travel_Rarely,258,Research & Development,8,Highly Educated,Other,High,Female,54,High,Very Low,Laboratory Technician,Low,Married,2950,9,0,13,3,High,0,12,2,Low,5,4,0,4
52,46-55,0,Non-Travel,585,Sales,29,Highly Educated,Life Sciences,Low,Male,40,High,Very Low,Sales Representative,Very High,Divorced,3482,2,0,15,3,Medium,2,16,3,Medium,9,8,0,0
53,46-55,0,Travel_Rarely,1219,Sales,2,Highly Educated,Life Sciences,Low,Female,78,Medium,High,Manager,Very High,Married,15427,2,0,16,3,High,0,31,3,High,25,8,3,7
53,46-55,0,Travel_Rarely,1282,Research & Development,5,Moderately Educated,Other,High,Female,58,High,Very High,Manager,High,Divorced,19094,4,0,11,3,Very High,1,26,3,Medium,14,13,4,3
53,46-55,0,Travel_Rarely,1436,Sales,6,Less Educated,Marketing,Medium,Male,34,High,Low,Sales Representative,High,Married,2306,2,1,20,4,Very High,1,13,3,Low,7,7,4,5
53,46-55,0,Travel_Rarely,1084,Research & Development,13,Less Educated,Medical,Very High,Female,57,Very High,Low,Manufacturing Director,Low,Divorced,4450,1,0,11,3,High,2,5,3,High,4,2,1,3
53,46-55,0,Travel_Rarely,1070,Research & Development,3,Highly Educated,Medical,High,Male,45,High,High,Research Director,High,Married,17584,3,1,16,3,Very High,3,21,5,Medium,5,3,1,3
53,46-55,0,Travel_Rarely,238,Sales,1,Very Less Educated,Medical,Very High,Female,34,High,Low,Sales Executive,Low,Single,8381,7,0,20,4,Very High,0,18,2,Very High,14,7,8,10
53,46-55,0,Travel_Rarely,970,Research & Development,7,Moderately Educated,Life Sciences,High,Male,59,Very High,High,Research Director,High,Married,14814,3,0,19,3,High,0,32,3,High,5,1,1,3
53,46-55,0,Travel_Rarely,346,Research & Development,6,Moderately Educated,Life Sciences,Very High,Male,86,High,Low,Laboratory Technician,Very High,Single,2450,2,0,17,3,Very High,0,19,4,High,2,2,2,2
53,46-55,0,Travel_Rarely,661,Sales,7,Less Educated,Marketing,Low,Female,78,Medium,Medium,Sales Executive,Very High,Married,10934,7,1,18,3,Very High,1,35,3,High,5,2,0,4
53,46-55,0,Travel_Rarely,868,Sales,8,Moderately Educated,Marketing,Low,Male,73,High,High,Sales Executive,Very High,Married,11836,5,0,14,3,High,1,28,3,High,2,0,2,2
53,46-55,0,Travel_Rarely,102,Research & Development,23,Highly Educated,Life Sciences,Very High,Female,72,High,High,Research Director,Very High,Single,14275,6,0,18,3,High,0,33,0,High,12,9,3,8
53,46-55,0,Travel_Rarely,1376,Sales,2,Less Educated,Medical,High,Male,45,High,High,Manager,High,Divorced,14852,6,0,13,3,High,1,22,3,Very High,17,13,15,2
53,46-55,0,Travel_Frequently,124,Sales,2,Moderately Educated,Marketing,High,Female,38,Medium,Medium,Sales Executive,Medium,Married,7525,2,0,12,3,Low,1,30,2,High,15,7,6,12
53,46-55,0,Travel_Rarely,1223,Research & Development,7,Less Educated,Medical,Very High,Female,50,High,Very High,Manager,High,Divorced,18606,3,0,18,3,Medium,1,26,6,High,7,7,4,7
53,46-55,0,Travel_Rarely,447,Research & Development,2,Moderately Educated,Medical,Very High,Male,39,Very High,High,Research Director,Medium,Single,16598,4,0,12,3,Medium,0,35,2,Medium,9,8,8,8
53,46-55,1,Travel_Rarely,607,Research & Development,2,Very Highly Educated,Technical Degree,High,Female,78,Medium,Medium,Manufacturing Director,Very High,Married,10169,0,0,16,3,Medium,1,34,4,High,33,7,1,9
53,46-55,0,Travel_Rarely,1395,Research & Development,24,Highly Educated,Medical,Medium,Male,48,Very High,Medium,Healthcare Representative,Very High,Married,7005,3,0,15,3,High,0,11,2,High,4,3,1,2
53,46-55,0,Non-Travel,661,Research & Development,1,Highly Educated,Medical,Low,Female,60,Medium,High,Manufacturing Director,High,Married,12965,4,1,20,4,Very High,3,27,2,Medium,3,2,0,2
53,46-55,1,Travel_Rarely,1168,Sales,24,Highly Educated,Life Sciences,Low,Male,66,High,Medium,Sales Executive,Low,Single,10448,6,1,13,3,Medium,0,15,2,Medium,2,2,2,2
54,46-55,0,Travel_Rarely,1217,Research & Development,2,Highly Educated,Technical Degree,Low,Female,60,High,Medium,Research Director,High,Married,13549,9,0,12,3,Low,1,16,5,Low,4,3,0,3
54,46-55,0,Non-Travel,142,Human Resources,26,Moderately Educated,Human Resources,Very High,Female,30,Very High,High,Manager,Very High,Single,17328,2,1,12,3,High,0,23,3,High,5,3,4,4
54,46-55,0,Travel_Rarely,1147,Sales,3,Moderately Educated,Marketing,Very High,Female,52,High,Low,Sales Executive,Low,Married,5940,2,0,14,3,Very High,1,16,4,High,6,2,0,5
54,46-55,0,Travel_Frequently,928,Research & Development,20,Highly Educated,Life Sciences,Very High,Female,31,High,Low,Research Scientist,High,Single,4869,3,0,12,3,Very High,0,20,4,Medium,4,3,0,3
54,46-55,0,Travel_Rarely,821,Research & Development,5,Less Educated,Medical,Low,Male,86,High,Very High,Research Director,Low,Married,19406,4,0,11,3,High,1,24,4,Medium,4,2,1,2
54,46-55,0,Travel_Rarely,548,Research & Development,8,Highly Educated,Life Sciences,High,Female,42,High,Low,Laboratory Technician,High,Single,3780,7,0,11,3,High,0,19,3,High,1,0,0,0
54,46-55,0,Travel_Rarely,397,Human Resources,19,Highly Educated,Medical,High,Male,88,High,Medium,Human Resources,Medium,Married,10725,2,0,15,3,High,1,16,1,Very High,9,7,7,1
54,46-55,0,Travel_Rarely,376,Research & Development,19,Highly Educated,Medical,Very High,Female,95,High,Low,Manufacturing Director,Low,Divorced,5485,9,1,11,3,Medium,2,9,4,High,5,3,1,4
54,46-55,0,Travel_Rarely,1441,Research & Development,17,Moderately Educated,Technical Degree,High,Female,56,High,Medium,Manufacturing Director,High,Married,10739,8,0,11,3,High,1,22,2,High,10,7,0,8
54,46-55,0,Travel_Rarely,1082,Sales,2,Highly Educated,Life Sciences,High,Female,41,Medium,Medium,Sales Executive,High,Married,10686,6,0,11,3,Medium,1,13,4,High,9,4,7,0
54,46-55,0,Travel_Frequently,966,Research & Development,1,Highly Educated,Life Sciences,Very High,Female,53,High,Medium,Manufacturing Director,High,Divorced,10502,7,0,17,3,Low,1,33,2,Low,5,4,1,4
54,46-55,0,Travel_Rarely,685,Research & Development,3,Moderately Educated,Life Sciences,Very High,Male,85,High,High,Research Director,Very High,Married,17779,3,0,14,3,Low,0,36,2,High,10,9,0,9
54,46-55,0,Travel_Rarely,971,Research & Development,1,Moderately Educated,Medical,Very High,Female,54,High,High,Research Director,Very High,Single,17328,6,0,19,3,Very High,0,29,3,Medium,20,7,12,7
54,46-55,0,Travel_Frequently,1050,Research & Development,11,Highly Educated,Medical,Medium,Female,87,High,High,Manager,Very High,Divorced,16032,3,0,20,4,Low,1,26,2,High,14,9,1,12
54,46-55,0,Travel_Rarely,584,Research & Development,22,Very Highly Educated,Medical,Medium,Female,91,High,High,Manager,High,Married,17426,3,0,25,4,High,1,36,6,High,10,8,4,7
54,46-55,0,Travel_Rarely,431,Research & Development,7,Highly Educated,Medical,Very High,Female,68,High,Low,Research Scientist,Very High,Married,6854,4,0,15,3,Medium,1,14,2,Medium,7,1,1,7
54,46-55,0,Travel_Rarely,155,Research & Development,9,Less Educated,Life Sciences,Low,Female,67,High,Low,Research Scientist,High,Married,2897,3,0,11,3,High,2,9,6,Medium,4,3,2,3
54,46-55,0,Travel_Rarely,157,Research & Development,10,Moderately Educated,Medical,High,Female,77,High,Low,Manufacturing Director,Low,Single,4440,6,1,19,3,Very High,0,9,3,High,5,2,1,4
55,46-55,0,Travel_Rarely,836,Research & Development,8,Moderately Educated,Medical,Very High,Female,33,High,High,Manager,High,Divorced,14756,2,1,14,3,High,3,21,2,High,5,0,0,2
55,46-55,0,Travel_Rarely,111,Sales,1,Less Educated,Life Sciences,Low,Male,70,High,Medium,Sales Executive,Very High,Married,10239,3,0,14,3,Very High,1,24,4,High,1,0,1,0
